image_path,true_label,condition,pred_label,correct,confidence
./data/processed/test/Abdullah_Gul/Abdullah_Gul_0006.jpg,Abdullah_Gul,mask_face_oval,Ariel_Sharon,False,0.010036114603281021
./data/processed/test/Abdullah_Gul/Abdullah_Gul_0006.jpg,Abdullah_Gul,mask_outside_face,Abdullah_Gul,True,0.011879720725119114
./data/processed/test/Abdullah_Gul/Abdullah_Gul_0006.jpg,Abdullah_Gul,dark,Abdullah_Gul,True,0.015347745269536972
./data/processed/test/Abdullah_Gul/Abdullah_Gul_0006.jpg,Abdullah_Gul,bright,Abdullah_Gul,True,0.014820798300206661
./data/processed/test/Abdullah_Gul/Abdullah_Gul_0012.jpg,Abdullah_Gul,original,Abdullah_Gul,True,0.01577135920524597
./data/processed/test/Abdullah_Gul/Abdullah_Gul_0012.jpg,Abdullah_Gul,mask_eyes,Abdullah_Gul,True,0.01557558961212635
./data/processed/test/Abdullah_Gul/Abdullah_Gul_0012.jpg,Abdullah_Gul,mask_nose,Abdullah_Gul,True,0.014883430674672127
./data/processed/test/Abdullah_Gul/Abdullah_Gul_0012.jpg,Abdullah_Gul,mask_mouth,Abdullah_Gul,True,0.015589826740324497
./data/processed/test/Abdullah_Gul/Abdullah_Gul_0012.jpg,Abdullah_Gul,mask_face_oval,Gerhard_Schroeder,False,0.010345999151468277
./data/processed/test/Abdullah_Gul/Abdullah_Gul_0012.jpg,Abdullah_Gul,mask_outside_face,Abdullah_Gul,True,0.013196080923080444
./data/processed/test/Abdullah_Gul/Abdullah_Gul_0012.jpg,Abdullah_Gul,dark,Abdullah_Gul,True,0.015622470527887344
./data/processed/test/Abdullah_Gul/Abdullah_Gul_0012.jpg,Abdullah_Gul,bright,Abdullah_Gul,True,0.015593556687235832
./data/processed/test/Adrien_Brody/Adrien_Brody_0001.jpg,Adrien_Brody,original,Adrien_Brody,True,0.011348641477525234
./data/processed/test/Adrien_Brody/Adrien_Brody_0001.jpg,Adrien_Brody,mask_eyes,Adrien_Brody,True,0.011385546065866947
./data/processed/test/Adrien_Brody/Adrien_Brody_0001.jpg,Adrien_Brody,mask_nose,Adrien_Brody,True,0.011204429902136326
./data/processed/test/Adrien_Brody/Adrien_Brody_0001.jpg,Adrien_Brody,mask_mouth,Adrien_Brody,True,0.011353082023561
./data/processed/test/Adrien_Brody/Adrien_Brody_0001.jpg,Adrien_Brody,mask_face_oval,Jiang_Zemin,False,0.010810312815010548
./data/processed/test/Adrien_Brody/Adrien_Brody_0001.jpg,Adrien_Brody,mask_outside_face,Andre_Agassi,False,0.011420868337154388
./data/processed/test/Adrien_Brody/Adrien_Brody_0001.jpg,Adrien_Brody,dark,Adrien_Brody,True,0.010893991217017174
./data/processed/test/Adrien_Brody/Adrien_Brody_0001.jpg,Adrien_Brody,bright,Adrien_Brody,True,0.01115890871733427
./data/processed/test/Adrien_Brody/Adrien_Brody_0010.jpg,Adrien_Brody,original,Adrien_Brody,True,0.011333541013300419
./data/processed/test/Adrien_Brody/Adrien_Brody_0010.jpg,Adrien_Brody,mask_eyes,Adrien_Brody,True,0.011336197145283222
./data/processed/test/Adrien_Brody/Adrien_Brody_0010.jpg,Adrien_Brody,mask_nose,Adrien_Brody,True,0.011430072598159313
./data/processed/test/Adrien_Brody/Adrien_Brody_0010.jpg,Adrien_Brody,mask_mouth,Adrien_Brody,True,0.011191197670996189
./data/processed/test/Adrien_Brody/Adrien_Brody_0010.jpg,Adrien_Brody,mask_face_oval,Lance_Armstrong,False,0.009973577223718166
./data/processed/test/Adrien_Brody/Adrien_Brody_0010.jpg,Adrien_Brody,mask_outside_face,Andre_Agassi,False,0.010149047710001469
./data/processed/test/Adrien_Brody/Adrien_Brody_0010.jpg,Adrien_Brody,dark,Adrien_Brody,True,0.011112320236861706
./data/processed/test/Adrien_Brody/Adrien_Brody_0010.jpg,Adrien_Brody,bright,Adrien_Brody,True,0.011459754779934883
./data/processed/test/Adrien_Brody/Adrien_Brody_0011.jpg,Adrien_Brody,original,Adrien_Brody,True,0.011157488450407982
./data/processed/test/Adrien_Brody/Adrien_Brody_0011.jpg,Adrien_Brody,mask_eyes,Adrien_Brody,True,0.010908961296081543
./data/processed/test/Adrien_Brody/Adrien_Brody_0011.jpg,Adrien_Brody,mask_nose,Megawati_Sukarnoputri,False,0.011994373053312302
./data/processed/test/Adrien_Brody/Adrien_Brody_0011.jpg,Adrien_Brody,mask_mouth,Megawati_Sukarnoputri,False,0.011882294900715351
./data/processed/test/Adrien_Brody/Adrien_Brody_0011.jpg,Adrien_Brody,mask_face_oval,Jiang_Zemin,False,0.009918943978846073
./data/processed/test/Adrien_Brody/Adrien_Brody_0011.jpg,Adrien_Brody,mask_outside_face,Andre_Agassi,False,0.0107901431620121
./data/processed/test/Adrien_Brody/Adrien_Brody_0011.jpg,Adrien_Brody,dark,Megawati_Sukarnoputri,False,0.010775944218039513
./data/processed/test/Adrien_Brody/Adrien_Brody_0011.jpg,Adrien_Brody,bright,Megawati_Sukarnoputri,False,0.011239713989198208
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0005.jpg,Alejandro_Toledo,original,Alejandro_Toledo,True,0.025937136262655258
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0005.jpg,Alejandro_Toledo,mask_eyes,Alejandro_Toledo,True,0.02486235834658146
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0005.jpg,Alejandro_Toledo,mask_nose,Alejandro_Toledo,True,0.025440914556384087
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0005.jpg,Alejandro_Toledo,mask_mouth,Alejandro_Toledo,True,0.025748103857040405
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0005.jpg,Alejandro_Toledo,mask_face_oval,Arnold_Schwarzenegger,False,0.011824642308056355
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0005.jpg,Alejandro_Toledo,mask_outside_face,Alejandro_Toledo,True,0.010779120028018951
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0005.jpg,Alejandro_Toledo,dark,Alejandro_Toledo,True,0.0258906502276659
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0005.jpg,Alejandro_Toledo,bright,Alejandro_Toledo,True,0.025898845866322517
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0007.jpg,Alejandro_Toledo,original,Alejandro_Toledo,True,0.026322675868868828
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0007.jpg,Alejandro_Toledo,mask_eyes,Alejandro_Toledo,True,0.02618728019297123
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0007.jpg,Alejandro_Toledo,mask_nose,Alejandro_Toledo,True,0.02610708959400654
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0007.jpg,Alejandro_Toledo,mask_mouth,Alejandro_Toledo,True,0.02633008174598217
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0007.jpg,Alejandro_Toledo,mask_face_oval,Arnold_Schwarzenegger,False,0.010966029018163681
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0007.jpg,Alejandro_Toledo,mask_outside_face,Alejandro_Toledo,True,0.024488750845193863
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0007.jpg,Alejandro_Toledo,dark,Alejandro_Toledo,True,0.02633260004222393
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0007.jpg,Alejandro_Toledo,bright,Alejandro_Toledo,True,0.026235852390527725
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0014.jpg,Alejandro_Toledo,original,Alejandro_Toledo,True,0.026089467108249664
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0014.jpg,Alejandro_Toledo,mask_eyes,Alejandro_Toledo,True,0.02604691870510578
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0014.jpg,Alejandro_Toledo,mask_nose,Alejandro_Toledo,True,0.024729331955313683
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0014.jpg,Alejandro_Toledo,mask_mouth,Alejandro_Toledo,True,0.02583540417253971
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0014.jpg,Alejandro_Toledo,mask_face_oval,Tony_Blair,False,0.01277796272188425
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0014.jpg,Alejandro_Toledo,mask_outside_face,Alejandro_Toledo,True,0.012464202009141445
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0014.jpg,Alejandro_Toledo,dark,Alejandro_Toledo,True,0.026081562042236328
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0014.jpg,Alejandro_Toledo,bright,Alejandro_Toledo,True,0.026008423417806625
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0027.jpg,Alejandro_Toledo,original,Alejandro_Toledo,True,0.026291852816939354
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0027.jpg,Alejandro_Toledo,mask_eyes,Alejandro_Toledo,True,0.026232099160552025
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0027.jpg,Alejandro_Toledo,mask_nose,Alejandro_Toledo,True,0.026072049513459206
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0027.jpg,Alejandro_Toledo,mask_mouth,Alejandro_Toledo,True,0.026279708370566368
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0027.jpg,Alejandro_Toledo,mask_face_oval,Alejandro_Toledo,True,0.012641670182347298
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0027.jpg,Alejandro_Toledo,mask_outside_face,Alejandro_Toledo,True,0.024255577474832535
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0027.jpg,Alejandro_Toledo,dark,Alejandro_Toledo,True,0.026323363184928894
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0027.jpg,Alejandro_Toledo,bright,Alejandro_Toledo,True,0.02623717114329338
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0028.jpg,Alejandro_Toledo,original,Alejandro_Toledo,True,0.026164619252085686
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0028.jpg,Alejandro_Toledo,mask_eyes,Alejandro_Toledo,True,0.02615947648882866
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0028.jpg,Alejandro_Toledo,mask_nose,Alejandro_Toledo,True,0.026186909526586533
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0028.jpg,Alejandro_Toledo,mask_mouth,Alejandro_Toledo,True,0.026173684746026993
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0028.jpg,Alejandro_Toledo,mask_face_oval,Alejandro_Toledo,True,0.02621518075466156
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0028.jpg,Alejandro_Toledo,mask_outside_face,Michael_Schumacher,False,0.009923022240400314
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0028.jpg,Alejandro_Toledo,dark,Alejandro_Toledo,True,0.026174945756793022
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0028.jpg,Alejandro_Toledo,bright,Alejandro_Toledo,True,0.026104271411895752
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0031.jpg,Alejandro_Toledo,original,Alejandro_Toledo,True,0.02550799958407879
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0031.jpg,Alejandro_Toledo,mask_eyes,Alejandro_Toledo,True,0.02505325712263584
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0031.jpg,Alejandro_Toledo,mask_nose,Alejandro_Toledo,True,0.0231498870998621
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0031.jpg,Alejandro_Toledo,mask_mouth,Alejandro_Toledo,True,0.023840688169002533
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0031.jpg,Alejandro_Toledo,mask_face_oval,Alejandro_Toledo,True,0.012234136462211609
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0031.jpg,Alejandro_Toledo,mask_outside_face,Colin_Powell,False,0.010739997029304504
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0031.jpg,Alejandro_Toledo,dark,Alejandro_Toledo,True,0.025293080136179924
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0031.jpg,Alejandro_Toledo,bright,Alejandro_Toledo,True,0.024800609797239304
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0034.jpg,Alejandro_Toledo,original,Alejandro_Toledo,True,0.026272637769579887
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0034.jpg,Alejandro_Toledo,mask_eyes,Alejandro_Toledo,True,0.02618744783103466
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0034.jpg,Alejandro_Toledo,mask_nose,Alejandro_Toledo,True,0.026154683902859688
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0034.jpg,Alejandro_Toledo,mask_mouth,Alejandro_Toledo,True,0.026284711435437202
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0034.jpg,Alejandro_Toledo,mask_face_oval,Alejandro_Toledo,True,0.01265536155551672
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0034.jpg,Alejandro_Toledo,mask_outside_face,Alejandro_Toledo,True,0.015540415421128273
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0034.jpg,Alejandro_Toledo,dark,Alejandro_Toledo,True,0.026241345331072807
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0034.jpg,Alejandro_Toledo,bright,Alejandro_Toledo,True,0.026269063353538513
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0037.jpg,Alejandro_Toledo,original,Alejandro_Toledo,True,0.02628881111741066
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0037.jpg,Alejandro_Toledo,mask_eyes,Alejandro_Toledo,True,0.02621225081384182
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0037.jpg,Alejandro_Toledo,mask_nose,Alejandro_Toledo,True,0.02622838504612446
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0037.jpg,Alejandro_Toledo,mask_mouth,Alejandro_Toledo,True,0.026281611993908882
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0037.jpg,Alejandro_Toledo,mask_face_oval,Alejandro_Toledo,True,0.01033809594810009
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0037.jpg,Alejandro_Toledo,mask_outside_face,Mohammed_Al-Douri,False,0.010414966382086277
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0037.jpg,Alejandro_Toledo,dark,Alejandro_Toledo,True,0.026265457272529602
./data/processed/test/Alejandro_Toledo/Alejandro_Toledo_0037.jpg,Alejandro_Toledo,bright,Alejandro_Toledo,True,0.026269560679793358
./data/processed/test/Alvaro_Uribe/Alvaro_Uribe_0014.jpg,Alvaro_Uribe,original,Alvaro_Uribe,True,0.025390729308128357
./data/processed/test/Alvaro_Uribe/Alvaro_Uribe_0014.jpg,Alvaro_Uribe,mask_eyes,Alvaro_Uribe,True,0.025370966643095016
./data/processed/test/Alvaro_Uribe/Alvaro_Uribe_0014.jpg,Alvaro_Uribe,mask_nose,Alvaro_Uribe,True,0.025411641225218773
./data/processed/test/Alvaro_Uribe/Alvaro_Uribe_0014.jpg,Alvaro_Uribe,mask_mouth,Alvaro_Uribe,True,0.025381822139024734
./data/processed/test/Alvaro_Uribe/Alvaro_Uribe_0014.jpg,Alvaro_Uribe,mask_face_oval,Hugo_Chavez,False,0.011129163205623627
./data/processed/test/Alvaro_Uribe/Alvaro_Uribe_0014.jpg,Alvaro_Uribe,mask_outside_face,Alvaro_Uribe,True,0.024139296263456345
./data/processed/test/Alvaro_Uribe/Alvaro_Uribe_0014.jpg,Alvaro_Uribe,dark,Alvaro_Uribe,True,0.02537727914750576
./data/processed/test/Alvaro_Uribe/Alvaro_Uribe_0014.jpg,Alvaro_Uribe,bright,Alvaro_Uribe,True,0.02536948397755623
./data/processed/test/Alvaro_Uribe/Alvaro_Uribe_0016.jpg,Alvaro_Uribe,original,Alvaro_Uribe,True,0.02541329711675644
./data/processed/test/Alvaro_Uribe/Alvaro_Uribe_0016.jpg,Alvaro_Uribe,mask_eyes,Alvaro_Uribe,True,0.025367766618728638
./data/processed/test/Alvaro_Uribe/Alvaro_Uribe_0016.jpg,Alvaro_Uribe,mask_nose,Alvaro_Uribe,True,0.02539473958313465
./data/processed/test/Alvaro_Uribe/Alvaro_Uribe_0016.jpg,Alvaro_Uribe,mask_mouth,Alvaro_Uribe,True,0.025377416983246803
./data/processed/test/Alvaro_Uribe/Alvaro_Uribe_0016.jpg,Alvaro_Uribe,mask_face_oval,Arnold_Schwarzenegger,False,0.011642181314527988
./data/processed/test/Alvaro_Uribe/Alvaro_Uribe_0016.jpg,Alvaro_Uribe,mask_outside_face,Alvaro_Uribe,True,0.024735741317272186
./data/processed/test/Alvaro_Uribe/Alvaro_Uribe_0016.jpg,Alvaro_Uribe,dark,Alvaro_Uribe,True,0.02541179582476616
./data/processed/test/Alvaro_Uribe/Alvaro_Uribe_0016.jpg,Alvaro_Uribe,bright,Alvaro_Uribe,True,0.025428032502532005
./data/processed/test/Alvaro_Uribe/Alvaro_Uribe_0020.jpg,Alvaro_Uribe,original,Alvaro_Uribe,True,0.025340523570775986
./data/processed/test/Alvaro_Uribe/Alvaro_Uribe_0020.jpg,Alvaro_Uribe,mask_eyes,Alvaro_Uribe,True,0.025416959077119827
./data/processed/test/Alvaro_Uribe/Alvaro_Uribe_0020.jpg,Alvaro_Uribe,mask_nose,Alvaro_Uribe,True,0.025351522490382195
./data/processed/test/Alvaro_Uribe/Alvaro_Uribe_0020.jpg,Alvaro_Uribe,mask_mouth,Alvaro_Uribe,True,0.025261541828513145
./data/processed/test/Alvaro_Uribe/Alvaro_Uribe_0020.jpg,Alvaro_Uribe,mask_face_oval,Michael_Schumacher,False,0.010462548583745956
./data/processed/test/Alvaro_Uribe/Alvaro_Uribe_0020.jpg,Alvaro_Uribe,mask_outside_face,Alvaro_Uribe,True,0.02447657100856304
./data/processed/test/Alvaro_Uribe/Alvaro_Uribe_0020.jpg,Alvaro_Uribe,dark,Alvaro_Uribe,True,0.02533239684998989
./data/processed/test/Alvaro_Uribe/Alvaro_Uribe_0020.jpg,Alvaro_Uribe,bright,Alvaro_Uribe,True,0.025341272354125977
./data/processed/test/Alvaro_Uribe/Alvaro_Uribe_0022.jpg,Alvaro_Uribe,original,Alvaro_Uribe,True,0.025364486500620842
./data/processed/test/Alvaro_Uribe/Alvaro_Uribe_0022.jpg,Alvaro_Uribe,mask_eyes,Alvaro_Uribe,True,0.02534457854926586
./data/processed/test/Alvaro_Uribe/Alvaro_Uribe_0022.jpg,Alvaro_Uribe,mask_nose,Alvaro_Uribe,True,0.025188999250531197
./data/processed/test/Alvaro_Uribe/Alvaro_Uribe_0022.jpg,Alvaro_Uribe,mask_mouth,Alvaro_Uribe,True,0.025228003039956093
./data/processed/test/Alvaro_Uribe/Alvaro_Uribe_0022.jpg,Alvaro_Uribe,mask_face_oval,Arnold_Schwarzenegger,False,0.010371834971010685
./data/processed/test/Alvaro_Uribe/Alvaro_Uribe_0022.jpg,Alvaro_Uribe,mask_outside_face,Alvaro_Uribe,True,0.02130005694925785
./data/processed/test/Alvaro_Uribe/Alvaro_Uribe_0022.jpg,Alvaro_Uribe,dark,Alvaro_Uribe,True,0.025335658341646194
./data/processed/test/Alvaro_Uribe/Alvaro_Uribe_0022.jpg,Alvaro_Uribe,bright,Alvaro_Uribe,True,0.025244412943720818
./data/processed/test/Alvaro_Uribe/Alvaro_Uribe_0025.jpg,Alvaro_Uribe,original,Alvaro_Uribe,True,0.025076691061258316
./data/processed/test/Alvaro_Uribe/Alvaro_Uribe_0025.jpg,Alvaro_Uribe,mask_eyes,Alvaro_Uribe,True,0.02444818988442421
./data/processed/test/Alvaro_Uribe/Alvaro_Uribe_0025.jpg,Alvaro_Uribe,mask_nose,Alvaro_Uribe,True,0.02517552487552166
./data/processed/test/Alvaro_Uribe/Alvaro_Uribe_0025.jpg,Alvaro_Uribe,mask_mouth,Alvaro_Uribe,True,0.023913977667689323
./data/processed/test/Alvaro_Uribe/Alvaro_Uribe_0025.jpg,Alvaro_Uribe,mask_face_oval,Hugo_Chavez,False,0.011093138717114925
./data/processed/test/Alvaro_Uribe/Alvaro_Uribe_0025.jpg,Alvaro_Uribe,mask_outside_face,Alvaro_Uribe,True,0.01545356772840023
./data/processed/test/Alvaro_Uribe/Alvaro_Uribe_0025.jpg,Alvaro_Uribe,dark,Alvaro_Uribe,True,0.02467571198940277
./data/processed/test/Alvaro_Uribe/Alvaro_Uribe_0025.jpg,Alvaro_Uribe,bright,Alvaro_Uribe,True,0.025021126493811607
./data/processed/test/Alvaro_Uribe/Alvaro_Uribe_0027.jpg,Alvaro_Uribe,original,Alvaro_Uribe,True,0.025483928620815277
./data/processed/test/Alvaro_Uribe/Alvaro_Uribe_0027.jpg,Alvaro_Uribe,mask_eyes,Alvaro_Uribe,True,0.02547767572104931
./data/processed/test/Alvaro_Uribe/Alvaro_Uribe_0027.jpg,Alvaro_Uribe,mask_nose,Alvaro_Uribe,True,0.02550913393497467
./data/processed/test/Alvaro_Uribe/Alvaro_Uribe_0027.jpg,Alvaro_Uribe,mask_mouth,Alvaro_Uribe,True,0.02546377293765545
./data/processed/test/Alvaro_Uribe/Alvaro_Uribe_0027.jpg,Alvaro_Uribe,mask_face_oval,Hugo_Chavez,False,0.011386755853891373
./data/processed/test/Alvaro_Uribe/Alvaro_Uribe_0027.jpg,Alvaro_Uribe,mask_outside_face,Alvaro_Uribe,True,0.02188929170370102
./data/processed/test/Alvaro_Uribe/Alvaro_Uribe_0027.jpg,Alvaro_Uribe,dark,Alvaro_Uribe,True,0.025480445474386215
./data/processed/test/Alvaro_Uribe/Alvaro_Uribe_0027.jpg,Alvaro_Uribe,bright,Alvaro_Uribe,True,0.025412410497665405
./data/processed/test/Alvaro_Uribe/Alvaro_Uribe_0030.jpg,Alvaro_Uribe,original,Alvaro_Uribe,True,0.02541498653590679
./data/processed/test/Alvaro_Uribe/Alvaro_Uribe_0030.jpg,Alvaro_Uribe,mask_eyes,Alvaro_Uribe,True,0.025411410257220268
./data/processed/test/Alvaro_Uribe/Alvaro_Uribe_0030.jpg,Alvaro_Uribe,mask_nose,Alvaro_Uribe,True,0.025412144139409065
./data/processed/test/Alvaro_Uribe/Alvaro_Uribe_0030.jpg,Alvaro_Uribe,mask_mouth,Alvaro_Uribe,True,0.02542017214000225
./data/processed/test/Alvaro_Uribe/Alvaro_Uribe_0030.jpg,Alvaro_Uribe,mask_face_oval,Arnold_Schwarzenegger,False,0.011224727146327496
./data/processed/test/Alvaro_Uribe/Alvaro_Uribe_0030.jpg,Alvaro_Uribe,mask_outside_face,Alvaro_Uribe,True,0.023467421531677246
./data/processed/test/Alvaro_Uribe/Alvaro_Uribe_0030.jpg,Alvaro_Uribe,dark,Alvaro_Uribe,True,0.02538479119539261
./data/processed/test/Alvaro_Uribe/Alvaro_Uribe_0030.jpg,Alvaro_Uribe,bright,Alvaro_Uribe,True,0.023196687921881676
./data/processed/test/Amelie_Mauresmo/Amelie_Mauresmo_0001.jpg,Amelie_Mauresmo,original,Amelie_Mauresmo,True,0.01593727059662342
./data/processed/test/Amelie_Mauresmo/Amelie_Mauresmo_0001.jpg,Amelie_Mauresmo,mask_eyes,Amelie_Mauresmo,True,0.013564028777182102
./data/processed/test/Amelie_Mauresmo/Amelie_Mauresmo_0001.jpg,Amelie_Mauresmo,mask_nose,Amelie_Mauresmo,True,0.016075950115919113
./data/processed/test/Amelie_Mauresmo/Amelie_Mauresmo_0001.jpg,Amelie_Mauresmo,mask_mouth,Jennifer_Capriati,False,0.015499111264944077
./data/processed/test/Amelie_Mauresmo/Amelie_Mauresmo_0001.jpg,Amelie_Mauresmo,mask_face_oval,Hugo_Chavez,False,0.01052843127399683
./data/processed/test/Amelie_Mauresmo/Amelie_Mauresmo_0001.jpg,Amelie_Mauresmo,mask_outside_face,Jennifer_Capriati,False,0.013362479396164417
./data/processed/test/Amelie_Mauresmo/Amelie_Mauresmo_0001.jpg,Amelie_Mauresmo,dark,Jennifer_Capriati,False,0.015361115336418152
./data/processed/test/Amelie_Mauresmo/Amelie_Mauresmo_0001.jpg,Amelie_Mauresmo,bright,Jennifer_Capriati,False,0.015357263386249542
./data/processed/test/Amelie_Mauresmo/Amelie_Mauresmo_0002.jpg,Amelie_Mauresmo,original,Amelie_Mauresmo,True,0.01478706207126379
./data/processed/test/Amelie_Mauresmo/Amelie_Mauresmo_0002.jpg,Amelie_Mauresmo,mask_eyes,Amelie_Mauresmo,True,0.012062028050422668
./data/processed/test/Amelie_Mauresmo/Amelie_Mauresmo_0002.jpg,Amelie_Mauresmo,mask_nose,Amelie_Mauresmo,True,0.01552283763885498
./data/processed/test/Amelie_Mauresmo/Amelie_Mauresmo_0002.jpg,Amelie_Mauresmo,mask_mouth,Jennifer_Capriati,False,0.014994246885180473
